status,accident_index,accident_year,accident_reference,vehicle_reference,vehicle_type,vehicle_text
Unvalidated,2022010373553,2022,010373553,1,90,Scooter - Electric Scooter
Unvalidated,2022010373589,2022,010373589,1,90,Scooter - Electric Scooter
Unvalidated,2022010373776,2022,010373776,1,90,Scooter - Electric Scooter
Unvalidated,2022010373907,2022,010373907,1,90,Scooter - Electric Scooter
Unvalidated,2022010374364,2022,010374364,2,90,Scooter - Electric Scooter
Unvalidated,2022010374531,2022,010374531,1,90,Scooter - Electric Scooter
Unvalidated,2022010374674,2022,010374674,1,90,Scooter - Electric Scooter
Unvalidated,2022010374796,2022,010374796,1,90,Scooter - Electric Scooter
Unvalidated,2022010375074,2022,010375074,1,90,Scooter - Electric Scooter
Unvalidated,2022010375424,2022,010375424,2,90,Scooter - Electric Scooter
Unvalidated,2022010375853,2022,010375853,1,90,Scooter - Electric Scooter
Unvalidated,2022010376024,2022,010376024,1,90,Scooter - Electric Scooter
Unvalidated,2022010376026,2022,010376026,2,90,Scooter - Electric Scooter
Unvalidated,2022311178656,2022,311178656,2,90,Scooter - Electric Scooter
Unvalidated,2022311179403,2022,311179403,1,90,Scooter - Electric Scooter
Unvalidated,2022311179802,2022,311179802,2,90,Scooter - Electric Scooter
Unvalidated,2022311182446,2022,311182446,1,90,Scooter - Electric Scooter
Unvalidated,2022311183897,2022,311183897,1,90,Scooter - Electric Scooter
Unvalidated,2022311187484,2022,311187484,1,90,Scooter - Electric Scooter
Unvalidated,2022311189035,2022,311189035,2,90,Scooter - Electric Scooter
Unvalidated,2022311189382,2022,311189382,1,90,Scooter - Electric Scooter
Unvalidated,2022311190256,2022,311190256,1,90,Scooter - Electric Scooter
Unvalidated,2022311191099,2022,311191099,1,90,Scooter - Electric Scooter
Unvalidated,2022311191971,2022,311191971,2,90,Scooter - Electric Scooter
Unvalidated,2022311192646,2022,311192646,2,90,Scooter - Electric Scooter
Unvalidated,2022311196216,2022,311196216,1,90,Scooter - Electric Scooter
Unvalidated,2022311204774,2022,311204774,1,90,Scooter - Electric Scooter
Unvalidated,2022320336255,2022,320336255,1,90,Scooter - Electric Scooter
Unvalidated,2022332200002,2022,332200002,1,90,Scooter - Electric Scooter
Unvalidated,2022332200016,2022,332200016,2,90,Scooter - Electric Scooter
Unvalidated,2022332200154,2022,332200154,1,90,Scooter - Electric Scooter
Unvalidated,2022332200198,2022,332200198,1,90,Scooter - Electric Scooter
Unvalidated,2022332200238,2022,332200238,2,90,Scooter - Electric Scooter
Unvalidated,2022332200263,2022,332200263,2,90,Scooter - Electric Scooter
Unvalidated,2022332200267,2022,332200267,2,90,Scooter - Electric Scooter
Unvalidated,2022332200445,2022,332200445,2,90,Scooter - Electric Scooter
Unvalidated,2022332200732,2022,332200732,1,90,Scooter - Electric Scooter
Unvalidated,2022332200733,2022,332200733,1,90,Scooter - Electric Scooter
Unvalidated,2022340WNC452,2022,340WNC452,2,90,Scooter - Electric Scooter
Unvalidated,202234NNC2352,2022,34NNC2352,1,90,Scooter - Electric Scooter
Unvalidated,202234NNC3342,2022,34NNC3342,1,90,Scooter - Electric Scooter
Unvalidated,202234WNC1162,2022,34WNC1162,1,90,Scooter - Electric Scooter
Unvalidated,202234WNC1572,2022,34WNC1572,2,90,Scooter - Electric Scooter
Unvalidated,202234WNC1912,2022,34WNC1912,2,90,Scooter - Electric Scooter
Unvalidated,202234WNC1922,2022,34WNC1922,2,90,Scooter - Electric Scooter
Unvalidated,202234WNC1932,2022,34WNC1932,1,90,Scooter - Electric Scooter
Unvalidated,202234WNC2442,2022,34WNC2442,1,90,Scooter - Electric Scooter
Unvalidated,202234WNC2712,2022,34WNC2712,1,90,Scooter - Electric Scooter
Unvalidated,202234WNC2732,2022,34WNC2732,2,90,Scooter - Electric Scooter
Unvalidated,202234WNC3092,2022,34WNC3092,1,90,Scooter - Electric Scooter
Unvalidated,202234WNC3802,2022,34WNC3802,2,90,Scooter - Electric Scooter
Unvalidated,202234WNC4222,2022,34WNC4222,1,90,Scooter - Electric Scooter
Unvalidated,2022351139154,2022,351139154,1,90,Scooter - Electric Scooter
Unvalidated,2022351149677,2022,351149677,1,90,Scooter - Electric Scooter
Unvalidated,2022351161204,2022,351161204,2,90,Scooter - Electric Scooter
Unvalidated,2022351161627,2022,351161627,2,90,Scooter - Electric Scooter
Unvalidated,2022351171288,2022,351171288,1,90,Scooter - Electric Scooter
Unvalidated,2022351181716,2022,351181716,1,90,Scooter - Electric Scooter
Unvalidated,2022351181848,2022,351181848,1,90,Scooter - Electric Scooter
Unvalidated,2022351183335,2022,351183335,2,90,Scooter - Electric Scooter
Unvalidated,2022351183582,2022,351183582,2,90,Scooter - Electric Scooter
Unvalidated,2022351187540,2022,351187540,1,90,Scooter - Electric Scooter
Unvalidated,2022351188863,2022,351188863,2,90,Scooter - Electric Scooter
Unvalidated,2022351189826,2022,351189826,2,90,Scooter - Electric Scooter
Unvalidated,2022351190550,2022,351190550,1,90,Scooter - Electric Scooter
Unvalidated,2022351192871,2022,351192871,2,90,Scooter - Electric Scooter
Unvalidated,2022010376374,2022,010376374,2,90,Scooter - Electric Scooter
Unvalidated,2022010376459,2022,010376459,2,90,Scooter - Electric Scooter
Unvalidated,2022010376580,2022,010376580,1,90,Scooter - Electric Scooter
Unvalidated,2022010376752,2022,010376752,2,90,Scooter - Electric Scooter
Unvalidated,2022010376898,2022,010376898,1,90,Scooter - Electric Scooter
Unvalidated,2022010376957,2022,010376957,2,90,Scooter - Electric Scooter
Unvalidated,2022010376962,2022,010376962,1,90,Scooter - Electric Scooter
Unvalidated,2022010376969,2022,010376969,2,90,Scooter - Electric Scooter
Unvalidated,2022010376985,2022,010376985,2,90,Scooter - Electric Scooter
Unvalidated,2022010377034,2022,010377034,1,90,Scooter - Electric Scooter
Unvalidated,2022010377176,2022,010377176,1,90,Scooter - Electric Scooter
Unvalidated,2022010377393,2022,010377393,1,90,Scooter - Electric Scooter
Unvalidated,2022010377537,2022,010377537,2,90,Scooter - Electric Scooter
Unvalidated,2022010377751,2022,010377751,1,90,Scooter - Electric Scooter
Unvalidated,2022010377752,2022,010377752,1,90,Scooter - Electric Scooter
Unvalidated,2022010377810,2022,010377810,2,90,Scooter - Electric Scooter
Unvalidated,2022010377839,2022,010377839,1,90,Scooter - Electric Scooter
Unvalidated,2022010377971,2022,010377971,1,90,Scooter - Electric Scooter
Unvalidated,2022010378135,2022,010378135,2,90,Scooter - Electric Scooter
Unvalidated,2022010378277,2022,010378277,2,90,Scooter - Electric Scooter
Unvalidated,2022010378495,2022,010378495,1,90,Scooter - Electric Scooter
Unvalidated,2022010378597,2022,010378597,2,90,Scooter - Electric Scooter
Unvalidated,2022010378652,2022,010378652,2,90,Scooter - Electric Scooter
Unvalidated,2022010378776,2022,010378776,2,90,Scooter - Electric Scooter
Unvalidated,2022010378891,2022,010378891,1,90,Scooter - Electric Scooter
Unvalidated,2022010379385,2022,010379385,1,90,Scooter - Electric Scooter
Unvalidated,2022010379485,2022,010379485,2,90,Scooter - Electric Scooter
Unvalidated,2022010379910,2022,010379910,1,90,Scooter - Electric Scooter
Unvalidated,2022010380070,2022,010380070,2,90,Scooter - Electric Scooter
Unvalidated,2022010380105,2022,010380105,2,90,Scooter - Electric Scooter
Unvalidated,2022010380936,2022,010380936,2,90,Scooter - Electric Scooter
Unvalidated,2022010381092,2022,010381092,2,90,Scooter - Electric Scooter
Unvalidated,2022010381100,2022,010381100,2,90,Scooter - Electric Scooter
Unvalidated,2022010381204,2022,010381204,2,90,Scooter - Electric Scooter
Unvalidated,2022010381223,2022,010381223,2,90,Scooter - Electric Scooter
Unvalidated,2022010381473,2022,010381473,2,90,Scooter - Electric Scooter
Unvalidated,2022010381510,2022,010381510,2,90,Scooter - Electric Scooter
Unvalidated,2022010381570,2022,010381570,3,90,Scooter - Electric Scooter
Unvalidated,2022010381586,2022,010381586,2,90,Scooter - Electric Scooter
Unvalidated,2022010381589,2022,010381589,1,90,Scooter - Electric Scooter
Unvalidated,2022010381652,2022,010381652,1,90,Scooter - Electric Scooter
Unvalidated,2022351192958,2022,351192958,1,90,Scooter - Electric Scooter
Unvalidated,2022351194119,2022,351194119,2,90,Scooter - Electric Scooter
Unvalidated,2022351232085,2022,351232085,1,90,Scooter - Electric Scooter
Unvalidated,2022361148484,2022,361148484,2,90,Scooter - Electric Scooter
Unvalidated,2022361154271,2022,361154271,1,90,Scooter - Electric Scooter
Unvalidated,2022361155996,2022,361155996,2,90,Scooter - Electric Scooter
Unvalidated,2022361161744,2022,361161744,2,90,Scooter - Electric Scooter
Unvalidated,2022361169296,2022,361169296,1,90,Scooter - Electric Scooter
Unvalidated,2022361197590,2022,361197590,2,90,Scooter - Electric Scooter
Unvalidated,2022361221784,2022,361221784,1,90,Scooter - Electric Scooter
Unvalidated,2022401130652,2022,401130652,1,90,Scooter - Electric Scooter
Unvalidated,2022401139725,2022,401139725,2,90,Scooter - Electric Scooter
Unvalidated,2022401149521,2022,401149521,1,90,Scooter - Electric Scooter
Unvalidated,2022401181941,2022,401181941,1,90,Scooter - Electric Scooter
Unvalidated,2022401191032,2022,401191032,1,90,Scooter - Electric Scooter
Unvalidated,2022401193328,2022,401193328,2,90,Scooter - Electric Scooter
Unvalidated,2022401197259,2022,401197259,2,90,Scooter - Electric Scooter
Unvalidated,2022401197718,2022,401197718,2,90,Scooter - Electric Scooter
Unvalidated,2022401205382,2022,401205382,2,90,Scooter - Electric Scooter
Unvalidated,2022411140094,2022,411140094,1,90,Scooter - Electric Scooter
Unvalidated,2022411170553,2022,411170553,2,90,Scooter - Electric Scooter
Unvalidated,2022411175795,2022,411175795,2,90,Scooter - Electric Scooter
Unvalidated,2022411180239,2022,411180239,1,90,Scooter - Electric Scooter
Unvalidated,2022411195150,2022,411195150,1,90,Scooter - Electric Scooter
Unvalidated,2022411198165,2022,411198165,1,90,Scooter - Electric Scooter
Unvalidated,2022411218825,2022,411218825,2,90,Scooter - Electric Scooter
Unvalidated,2022421128874,2022,421128874,1,90,Scooter - Electric Scooter
Unvalidated,2022421140971,2022,421140971,1,90,Scooter - Electric Scooter
Unvalidated,2022421141066,2022,421141066,1,90,Scooter - Electric Scooter
Unvalidated,2022421151466,2022,421151466,1,90,Scooter - Electric Scooter
Unvalidated,2022421153825,2022,421153825,1,90,Scooter - Electric Scooter
Unvalidated,2022421154937,2022,421154937,1,90,Scooter - Electric Scooter
Unvalidated,2022010382125,2022,010382125,1,90,Scooter - Electric Scooter
Unvalidated,2022010382334,2022,010382334,2,90,Scooter - Electric Scooter
Unvalidated,2022010382352,2022,010382352,1,90,Scooter - Electric Scooter
Unvalidated,2022010382391,2022,010382391,1,90,Scooter - Electric Scooter
Unvalidated,2022010382404,2022,010382404,1,90,Scooter - Electric Scooter
Unvalidated,2022010382510,2022,010382510,2,90,Scooter - Electric Scooter
Unvalidated,2022010382558,2022,010382558,2,90,Scooter - Electric Scooter
Unvalidated,2022010382596,2022,010382596,1,90,Scooter - Electric Scooter
Unvalidated,2022010383010,2022,010383010,2,90,Scooter - Electric Scooter
Unvalidated,2022010383199,2022,010383199,2,90,Scooter - Electric Scooter
Unvalidated,2022010383366,2022,010383366,1,90,Scooter - Electric Scooter
Unvalidated,2022010383728,2022,010383728,1,90,Scooter - Electric Scooter
Unvalidated,2022010383845,2022,010383845,1,90,Scooter - Electric Scooter
Unvalidated,2022010384098,2022,010384098,1,90,Scooter - Electric Scooter
Unvalidated,2022010384118,2022,010384118,1,90,Scooter - Electric Scooter
Unvalidated,2022010384290,2022,010384290,1,90,Scooter - Electric Scooter
Unvalidated,2022010384829,2022,010384829,2,90,Scooter - Electric Scooter
Unvalidated,2022010384901,2022,010384901,1,90,Scooter - Electric Scooter
Unvalidated,2022010385301,2022,010385301,2,90,Scooter - Electric Scooter
Unvalidated,2022010385429,2022,010385429,2,90,Scooter - Electric Scooter
Unvalidated,2022010385570,2022,010385570,2,90,Scooter - Electric Scooter
Unvalidated,2022010386720,2022,010386720,1,90,Scooter - Electric Scooter
Unvalidated,2022031199193,2022,031199193,1,90,Scooter - Electric Scooter
Unvalidated,2022041157764,2022,041157764,1,90,Scooter - Electric Scooter
Unvalidated,2022421161372,2022,421161372,1,90,Scooter - Electric Scooter
Unvalidated,2022421163735,2022,421163735,2,90,Scooter - Electric Scooter
Unvalidated,2022421168371,2022,421168371,1,90,Scooter - Electric Scooter
Unvalidated,2022421170586,2022,421170586,2,90,Scooter - Electric Scooter
Unvalidated,2022421173108,2022,421173108,2,90,Scooter - Electric Scooter
Unvalidated,2022421173678,2022,421173678,1,90,Scooter - Electric Scooter
Unvalidated,2022421176613,2022,421176613,2,90,Scooter - Electric Scooter
Unvalidated,2022421179250,2022,421179250,1,90,Scooter - Electric Scooter
Unvalidated,2022421180888,2022,421180888,1,90,Scooter - Electric Scooter
Unvalidated,2022421181024,2022,421181024,1,90,Scooter - Electric Scooter
Unvalidated,2022421181733,2022,421181733,1,90,Scooter - Electric Scooter
Unvalidated,2022421184387,2022,421184387,1,90,Scooter - Electric Scooter
Unvalidated,2022421185679,2022,421185679,1,90,Scooter - Electric Scooter
Unvalidated,2022421187715,2022,421187715,2,90,Scooter - Electric Scooter
Unvalidated,2022421191127,2022,421191127,1,90,Scooter - Electric Scooter
Unvalidated,2022421191541,2022,421191541,1,90,Scooter - Electric Scooter
Unvalidated,2022421192870,2022,421192870,1,90,Scooter - Electric Scooter
Unvalidated,2022421194987,2022,421194987,1,90,Scooter - Electric Scooter
Unvalidated,2022421195925,2022,421195925,2,90,Scooter - Electric Scooter
Unvalidated,2022421196053,2022,421196053,1,90,Scooter - Electric Scooter
Unvalidated,2022430005681,2022,430005681,2,90,Scooter - Electric Scooter
Unvalidated,2022430007265,2022,430007265,1,90,Scooter - Electric Scooter
Unvalidated,2022430010275,2022,430010275,1,90,Scooter - Electric Scooter
Unvalidated,2022430019520,2022,430019520,1,90,Scooter - Electric Scooter
Unvalidated,2022430044400,2022,430044400,2,90,Scooter - Electric Scooter
Unvalidated,2022430061611,2022,430061611,2,90,Scooter - Electric Scooter
Unvalidated,2022430069102,2022,430069102,2,90,Scooter - Electric Scooter
Unvalidated,2022430088414,2022,430088414,2,90,Scooter - Electric Scooter
Unvalidated,2022430109556,2022,430109556,1,90,Scooter - Electric Scooter
Unvalidated,2022430138048,2022,430138048,1,90,Scooter - Electric Scooter
Unvalidated,2022430142444,2022,430142444,1,90,Scooter - Electric Scooter
Unvalidated,2022430160274,2022,430160274,1,90,Scooter - Electric Scooter
Unvalidated,2022430166422,2022,430166422,2,90,Scooter - Electric Scooter
Unvalidated,2022430172743,2022,430172743,1,90,Scooter - Electric Scooter
Unvalidated,2022430186718,2022,430186718,1,90,Scooter - Electric Scooter
Unvalidated,2022430194468,2022,430194468,1,90,Scooter - Electric Scooter
Unvalidated,2022430216466,2022,430216466,1,90,Scooter - Electric Scooter
Unvalidated,2022430220965,2022,430220965,2,90,Scooter - Electric Scooter
Unvalidated,2022430223535,2022,430223535,1,90,Scooter - Electric Scooter
Unvalidated,2022430228801,2022,430228801,1,90,Scooter - Electric Scooter
Unvalidated,2022430240507,2022,430240507,2,90,Scooter - Electric Scooter
Unvalidated,2022430250058,2022,430250058,2,90,Scooter - Electric Scooter
Unvalidated,2022430254509,2022,430254509,1,90,Scooter - Electric Scooter
Unvalidated,2022430268061,2022,430268061,1,90,Scooter - Electric Scooter
Unvalidated,2022430269919,2022,430269919,1,90,Scooter - Electric Scooter
Unvalidated,2022430276536,2022,430276536,2,90,Scooter - Electric Scooter
Unvalidated,2022430309367,2022,430309367,2,90,Scooter - Electric Scooter
Unvalidated,2022440014135,2022,440014135,2,90,Scooter - Electric Scooter
Unvalidated,2022440017048,2022,440017048,1,90,Scooter - Electric Scooter
Unvalidated,2022440019361,2022,440019361,2,90,Scooter - Electric Scooter
Unvalidated,2022440019948,2022,440019948,1,90,Scooter - Electric Scooter
Unvalidated,2022440022077,2022,440022077,1,90,Scooter - Electric Scooter
Unvalidated,2022440023515,2022,440023515,2,90,Scooter - Electric Scooter
Unvalidated,2022440041070,2022,440041070,2,90,Scooter - Electric Scooter
Unvalidated,2022440058890,2022,440058890,1,90,Scooter - Electric Scooter
Unvalidated,2022440064269,2022,440064269,2,90,Scooter - Electric Scooter
Unvalidated,2022440064589,2022,440064589,2,90,Scooter - Electric Scooter
Unvalidated,2022440069282,2022,440069282,1,90,Scooter - Electric Scooter
Unvalidated,2022440070249,2022,440070249,1,90,Scooter - Electric Scooter
Unvalidated,2022440073209,2022,440073209,1,90,Scooter - Electric Scooter
Unvalidated,2022440074393,2022,440074393,1,90,Scooter - Electric Scooter
Unvalidated,2022440080716,2022,440080716,1,90,Scooter - Electric Scooter
Unvalidated,2022041173865,2022,041173865,2,90,Scooter - Electric Scooter
Unvalidated,2022041206731,2022,041206731,1,90,Scooter - Electric Scooter
Unvalidated,2022052200158,2022,052200158,1,90,Scooter - Electric Scooter
Unvalidated,2022052200216,2022,052200216,2,90,Scooter - Electric Scooter
Unvalidated,2022052200277,2022,052200277,1,90,Scooter - Electric Scooter
Unvalidated,2022052200290,2022,052200290,1,90,Scooter - Electric Scooter
Unvalidated,2022052200307,2022,052200307,2,90,Scooter - Electric Scooter
Unvalidated,2022052200322,2022,052200322,2,90,Scooter - Electric Scooter
Unvalidated,2022052200332,2022,052200332,2,90,Scooter - Electric Scooter
Unvalidated,2022052200344,2022,052200344,2,90,Scooter - Electric Scooter
Unvalidated,2022052200358,2022,052200358,1,90,Scooter - Electric Scooter
Unvalidated,2022052200660,2022,052200660,2,90,Scooter - Electric Scooter
Unvalidated,2022052200704,2022,052200704,1,90,Scooter - Electric Scooter
Unvalidated,2022052200717,2022,052200717,2,90,Scooter - Electric Scooter
Unvalidated,2022052200745,2022,052200745,2,90,Scooter - Electric Scooter
Unvalidated,2022052200760,2022,052200760,1,90,Scooter - Electric Scooter
Unvalidated,2022052200762,2022,052200762,2,90,Scooter - Electric Scooter
Unvalidated,2022052200819,2022,052200819,2,90,Scooter - Electric Scooter
Unvalidated,2022052200846,2022,052200846,1,90,Scooter - Electric Scooter
Unvalidated,2022052200899,2022,052200899,1,90,Scooter - Electric Scooter
Unvalidated,2022052200965,2022,052200965,1,90,Scooter - Electric Scooter
Unvalidated,2022052200974,2022,052200974,1,90,Scooter - Electric Scooter
Unvalidated,2022052201020,2022,052201020,2,90,Scooter - Electric Scooter
Unvalidated,2022052201035,2022,052201035,1,90,Scooter - Electric Scooter
Unvalidated,2022052201214,2022,052201214,2,90,Scooter - Electric Scooter
Unvalidated,2022052201461,2022,052201461,1,90,Scooter - Electric Scooter
Unvalidated,2022052201511,2022,052201511,1,90,Scooter - Electric Scooter
Unvalidated,2022052201527,2022,052201527,1,90,Scooter - Electric Scooter
Unvalidated,2022052201569,2022,052201569,2,90,Scooter - Electric Scooter
Unvalidated,2022061127805,2022,061127805,1,90,Scooter - Electric Scooter
Unvalidated,2022061140463,2022,061140463,1,90,Scooter - Electric Scooter
Unvalidated,2022061150859,2022,061150859,2,90,Scooter - Electric Scooter
Unvalidated,2022061151032,2022,061151032,1,90,Scooter - Electric Scooter
Unvalidated,2022061155055,2022,061155055,2,90,Scooter - Electric Scooter
Unvalidated,2022061163033,2022,061163033,1,90,Scooter - Electric Scooter
Unvalidated,2022061163409,2022,061163409,1,90,Scooter - Electric Scooter
Unvalidated,2022061165176,2022,061165176,1,90,Scooter - Electric Scooter
Unvalidated,2022061165595,2022,061165595,1,90,Scooter - Electric Scooter
Unvalidated,2022061166422,2022,061166422,2,90,Scooter - Electric Scooter
Unvalidated,2022061166800,2022,061166800,2,90,Scooter - Electric Scooter
Unvalidated,2022061169990,2022,061169990,2,90,Scooter - Electric Scooter
Unvalidated,2022061176977,2022,061176977,2,90,Scooter - Electric Scooter
Unvalidated,2022440085925,2022,440085925,1,90,Scooter - Electric Scooter
Unvalidated,2022440088620,2022,440088620,2,90,Scooter - Electric Scooter
Unvalidated,2022440090717,2022,440090717,1,90,Scooter - Electric Scooter
Unvalidated,2022440110632,2022,440110632,1,90,Scooter - Electric Scooter
Unvalidated,2022440111230,2022,440111230,1,90,Scooter - Electric Scooter
Unvalidated,2022440118707,2022,440118707,2,90,Scooter - Electric Scooter
Unvalidated,2022440125916,2022,440125916,1,90,Scooter - Electric Scooter
Unvalidated,2022451135241,2022,451135241,1,90,Scooter - Electric Scooter
Unvalidated,2022451135289,2022,451135289,1,90,Scooter - Electric Scooter
Unvalidated,2022451140314,2022,451140314,1,90,Scooter - Electric Scooter
Unvalidated,2022451157646,2022,451157646,2,90,Scooter - Electric Scooter
Unvalidated,2022461133994,2022,461133994,1,90,Scooter - Electric Scooter
Unvalidated,2022461134691,2022,461134691,1,90,Scooter - Electric Scooter
Unvalidated,2022461138499,2022,461138499,1,90,Scooter - Electric Scooter
Unvalidated,2022461144761,2022,461144761,1,90,Scooter - Electric Scooter
Unvalidated,2022461161230,2022,461161230,1,90,Scooter - Electric Scooter
Unvalidated,2022461163807,2022,461163807,1,90,Scooter - Electric Scooter
Unvalidated,2022461168837,2022,461168837,2,90,Scooter - Electric Scooter
Unvalidated,2022461175141,2022,461175141,1,90,Scooter - Electric Scooter
Unvalidated,2022461181737,2022,461181737,1,90,Scooter - Electric Scooter
Unvalidated,2022461185430,2022,461185430,1,90,Scooter - Electric Scooter
Unvalidated,2022461189638,2022,461189638,1,90,Scooter - Electric Scooter
Unvalidated,2022461191105,2022,461191105,2,90,Scooter - Electric Scooter
Unvalidated,2022461196393,2022,461196393,1,90,Scooter - Electric Scooter
Unvalidated,2022461220910,2022,461220910,2,90,Scooter - Electric Scooter
Unvalidated,2022471132427,2022,471132427,2,90,Scooter - Electric Scooter
Unvalidated,2022471135666,2022,471135666,1,90,Scooter - Electric Scooter
Unvalidated,2022471138017,2022,471138017,1,90,Scooter - Electric Scooter
Unvalidated,2022471138612,2022,471138612,2,90,Scooter - Electric Scooter
Unvalidated,2022471143483,2022,471143483,2,90,Scooter - Electric Scooter
